other JJ OTHER
users NNS OTHER
that IN OTHER
appear JJ OTHER
to TO OTHER
be VB OTHER
similar JJ OTHER
but CC OTHER
that IN OTHER
do VBP OTHER
not RB OTHER
achieve VB OTHER
success NN OTHER
, , OTHER
trying VBG OTHER
to TO OTHER
identify VB OTHER
the DT OTHER
key JJ OTHER
characteristics NNS OTHER
of IN OTHER
trendsetters NNS OTHER
. . OTHER

We PRP OTHER
will MD OTHER
also RB OTHER
test VB OTHER
our PRP$ OTHER
algorithms NNS OTHER
in IN OTHER
other JJ OTHER
data NNS OTHER
sets NNS OTHER
as IN OTHER
they PRP OTHER
can MD OTHER
be VB OTHER
used VBN OTHER
in IN OTHER
any DT OTHER
social JJ OTHER
network NN OTHER
. . OTHER

We PRP OTHER
also RB OTHER
want VBP OTHER
to TO OTHER
explore VB OTHER
the DT OTHER
impact NN OTHER
of IN OTHER
the DT OTHER
parameters NNS OTHER
α : OTHER
and CC OTHER
d VBD OTHER
as IN OTHER
well RB OTHER
as IN OTHER
other JJ OTHER
functions NNS OTHER
to TO OTHER
model VB OTHER
the DT OTHER
temporal JJ OTHER
behavior NN OTHER
. . OTHER

We PRP OTHER
conducted VBD OTHER
experiments NNS OTHER
on IN OTHER
two CD OTHER
publicly RB OTHER
available JJ OTHER
datasets NNS OTHER
, , OTHER
i.e. NNP OTHER
, , OTHER
Delicious NNP B-DATASET
and CC OTHER
Last.fm NNP B-DATASET
. . OTHER

We PRP OTHER
test VBP OTHER
OptRank NNP OTHER
on IN OTHER
two CD OTHER
publicly RB OTHER
available JJ OTHER
datasets6 NNP OTHER
: : OTHER
Delicious JJ B-DATASET
and CC OTHER
Last.fm JJ B-DATASET
, , OTHER
which WDT OTHER
are VBP OTHER
published VBN OTHER
by IN OTHER
#REF# NNP OTHER
as IN OTHER
benchmarks NNS OTHER
. . OTHER

Delicious JJ B-DATASET
contains NNS OTHER
#number# -NONE- OTHER
posts NNS OTHER
involving VBG OTHER
#number# NN OTHER
users NNS OTHER
, , OTHER
#number# NNP OTHER
tags NNS OTHER
, , OTHER
#number# NNP OTHER
items NNS OTHER
, , OTHER
#number# NNP OTHER
user NN OTHER
relations NNS OTHER
, , OTHER
#number# NNP OTHER
tag NN OTHER
relations NNS OTHER
and CC OTHER
#number# JJ OTHER
item NN OTHER
relations NNS OTHER
. . OTHER

All DT OTHER
types NNS OTHER
of IN OTHER
intrarelations NNS OTHER
we PRP OTHER
studied VBD OTHER
are VBP OTHER
included VBN OTHER
in IN OTHER
Delicious NNP B-DATASET
. . OTHER

Last.fm NN B-DATASET
contains VBZ OTHER
#number# JJ OTHER
posts NNS OTHER
involving VBG OTHER
#number# NN OTHER
users NNS OTHER
, , OTHER
#number# NNP OTHER
tags NNS OTHER
, , OTHER
#number# NNP OTHER
items NNS OTHER
and CC OTHER
#number# JJ OTHER
Algorithm NNP OTHER
#number# NNP OTHER
: : OTHER
Derivatives NNPS OTHER
of IN OTHER
the DT OTHER
random NN OTHER
walk NN OTHER
Input NNP OTHER
: : OTHER
Transition NNP OTHER
matrix NN OTHER
A DT OTHER
and CC OTHER
preference NN OTHER
vector NN OTHER
q NN OTHER
 NN OTHER
. . OTHER

Last.fm NN B-DATASET
is VBZ OTHER
a DT OTHER
smaller JJR OTHER
dataset NN OTHER
and CC OTHER
only RB OTHER
user RBR OTHER
relations NNS OTHER
are VBP OTHER
available JJ OTHER
. . OTHER

In IN OTHER
our PRP$ OTHER
experiments NNS OTHER
, , OTHER
β : OTHER
is VBZ OTHER
#number# JJ OTHER
in IN OTHER
Delicious NNP B-DATASET
and CC OTHER
#number# NNP OTHER
in IN OTHER
Last.fm NNP B-DATASET
. . OTHER

We PRP OTHER
evaluate VBP OTHER
how WRB OTHER
AUC NNP OTHER
and CC OTHER
precision NN OTHER
change NN OTHER
by IN OTHER
diﬀering JJ OTHER
α NN OTHER
from IN OTHER
#number# NNP OTHER
to TO OTHER
#number# NNP OTHER
in IN OTHER
Delicious NNP B-DATASET
. . OTHER

- : OTHER
The DT OTHER
ﬁrst JJ OTHER
one CD OTHER
is VBZ OTHER
the DT OTHER
NUS-WIDE JJ B-DATASET
Object NNP I-DATASET
web NN OTHER
image NN OTHER
database NN OTHER
#REF# NN OTHER
where WRB OTHER
each DT OTHER
image NN OTHER
is VBZ OTHER
annotated VBN OTHER
by IN OTHER
objects NNS OTHER
such JJ OTHER
as IN OTHER
“boat” JJ OTHER
, , OTHER
“bird” JJ OTHER
, , OTHER
and CC OTHER
etc NN OTHER
. . OTHER

It PRP OTHER
includes VBZ OTHER
leaves VBZ B-DATASET
from IN OTHER
one CD OTHER
hundred CD OTHER
plant NN OTHER
species NNS OTHER
that WDT OTHER
are VBP OTHER
divided VBN OTHER
into IN OTHER
#number# JJ OTHER
diﬀerent JJ OTHER
genuses NNS OTHER
, , OTHER
and CC OTHER
#number# NNP OTHER
samples NNS OTHER
of IN OTHER
leaves NNS B-DATASET
for IN OTHER
each DT OTHER
plant NN OTHER
species NNS OTHER
are VBP OTHER
presented VBN OTHER
. . OTHER

Description NN OTHER
of IN OTHER
the DT OTHER
data NNS OTHER
sets VBZ OTHER
Data NNP OTHER
set NN OTHER
T NNP OTHER
NUS-WIDE NNP B-DATASET
Object NNP I-DATASET
#number# NNP OTHER
#number# NNP OTHER
#number# NNP OTHER
#number# NNP OTHER
#number# NNP OTHER
Newsgroups NNP OTHER
leaves VBZ B-DATASET
TDT2 NNP OTHER
V NNP OTHER
#number# NNP OTHER
#number# NNP OTHER
#number# NNP OTHER
#number# NNP OTHER
 NNP OTHER
. . OTHER

For IN OTHER
NUS-WIDE JJ B-DATASET
Object NNP I-DATASET
data NNS OTHER
set VBD OTHER
, , OTHER
diﬀerent JJ OTHER
number NN OTHER
of IN OTHER
labeled VBN OTHER
samples NNS OTHER
are VBP OTHER
chosen VBN OTHER
as IN OTHER
training NN OTHER
set NN OTHER
to TO OTHER
test NN OTHER
the DT OTHER
performance NN OTHER
of IN OTHER
these DT OTHER
algorithms NNS OTHER
, , OTHER
i.e. NNP OTHER
, , OTHER
the DT OTHER
number NN OTHER
of IN OTHER
labeled VBN OTHER
samples NNS OTHER
are VBP OTHER
selected VBN OTHER
in IN OTHER
the DT OTHER
range NN OTHER
#REF# NN OTHER
with IN OTHER
interval NN OTHER
of IN OTHER
#number# NNP OTHER
. . OTHER

For IN OTHER
the DT OTHER
leaves NNS B-DATASET
data NNS OTHER
set VBP OTHER
, , OTHER
there EX OTHER
are VBP OTHER
only RB OTHER
#number# -NONE- OTHER
positive JJ OTHER
samples NNS OTHER
for IN OTHER
each DT OTHER
task NN OTHER
, , OTHER
so RB OTHER
the DT OTHER
number NN OTHER
of IN OTHER
labeled VBN OTHER
samples NNS OTHER
is VBZ OTHER
ﬁxed JJ OTHER
as IN OTHER
#number# JJ OTHER
, , OTHER
among IN OTHER
which WDT OTHER
the DT OTHER
number NN OTHER
of IN OTHER
positive JJ OTHER
samples NNS OTHER
is VBZ OTHER
set VBN OTHER
to TO OTHER
{ VB OTHER
#number# JJ OTHER
} NN OTHER
separately RB OTHER
. . OTHER

Experimental NNP OTHER
results NNS OTHER
on IN OTHER
NUS-WIDE JJ B-DATASET
Object NNP I-DATASET
data NNS OTHER
set VBD OTHER
samples NNS OTHER
#number# -NONE- OTHER
#number# -NONE- OTHER
#number# -NONE- OTHER
#number# -NONE- OTHER
#number# -NONE- OTHER
#number# -NONE- OTHER
#number# -NONE- OTHER
 -NONE- OTHER
. . OTHER

Experimental NNP OTHER
results NNS OTHER
on IN OTHER
leaves NNS B-DATASET
data NNS OTHER
set VBP OTHER
positive JJ OTHER
samples NNS OTHER
#number# -NONE- OTHER
#number# -NONE- OTHER
#number# -NONE- OTHER
#number# -NONE- OTHER
#number# -NONE- OTHER
#number# -NONE- OTHER
#number# -NONE- OTHER
 -NONE- OTHER
. . OTHER

Two CD OTHER
real JJ OTHER
data NNS OTHER
sets VBZ OTHER
are VBP OTHER
collected VBN OTHER
from IN OTHER
IT PRP OTHER
outsourcing VBG OTHER
centers NNS OTHER
by IN OTHER
IBM NNP OTHER
Tivoli NNP OTHER
monitoring NN OTHER
system NN OTHER
#REF# NN OTHER
#REF# NN OTHER
, , OTHER
denoted VBD OTHER
as IN OTHER
Account1 NNP B-DATASET
and CC OTHER
Account2 NNP B-DATASET
. . OTHER

Table JJ OTHER
#number# NN OTHER
lists NNS OTHER
the DT OTHER
peak NN OTHER
numbers NNS OTHER
of IN OTHER
allocated VBN OTHER
memory NN OTHER
objects NNS OTHER
in IN OTHER
JVM NNP OTHER
on IN OTHER
Account2 NNP B-DATASET
data NNS OTHER
. . OTHER

The DT OTHER
results NNS OTHER
on IN OTHER
Account1 NNP B-DATASET
data NNS OTHER
is VBZ OTHER
similar JJ OTHER
to TO OTHER
this DT OTHER
table NN OTHER
. . OTHER

Figure NN OTHER
#number# NN OTHER
: : OTHER
Running VBG OTHER
Time NNP OTHER
on IN OTHER
Account1 NNP B-DATASET
Data NNP OTHER
Table NNP OTHER
#number# NNP OTHER
: : OTHER
Space NNP OTHER
Cost NNP OTHER
on IN OTHER
Account2 NNP B-DATASET
Data NNP OTHER
 NNP OTHER
. . OTHER

We PRP OTHER
performed VBD OTHER
experiments NNS OTHER
on IN OTHER
two CD OTHER
real JJ OTHER
datasets NNS OTHER
: : OTHER
• : OTHER
WebClick NNP B-DATASET
: : OTHER
This DT OTHER
dataset NN OTHER
consists VBZ OTHER
of IN OTHER
web-click JJ OTHER
records NNS OTHER
, , OTHER
obtained VBD OTHER
over IN OTHER
one CD OTHER
month NN OTHER
, , OTHER
( : OTHER
from IN OTHER
1st CD OTHER
to TO OTHER
30th CD OTHER
Apr NNP OTHER
. . OTHER

• NN OTHER
Ondemand NNP B-DATASET
TV NNP I-DATASET
: : OTHER
This DT OTHER
consists NNS OTHER
of IN OTHER
#number# JJ OTHER
TV NN I-DATASET
programs NNS OTHER
that WDT OTHER
#number# -NONE- OTHER
users VBZ OTHER
viewed VBN OTHER
in IN OTHER
a DT OTHER
6-month JJ OTHER
time NN OTHER
frame NN OTHER
( : OTHER
from IN OTHER
14th CD OTHER
May NNP OTHER
to TO OTHER
15th CD OTHER
Nov. NNP OTHER
#number# NNP OTHER
) NNP OTHER
, , OTHER
and CC OTHER
there EX OTHER
are VBP OTHER
many JJ OTHER
genres NNS OTHER
of IN OTHER
TV NN I-DATASET
programs NNS OTHER
including VBG OTHER
“cartoons” NN OTHER
, , OTHER
“sports” NNP OTHER
, , OTHER
“movies” NNP OTHER
, , OTHER
and CC OTHER
“music” NNP OTHER
. . OTHER

WebClick NNP B-DATASET
dataset VBD OTHER
. . OTHER

But CC OTHER
, , OTHER
how WRB OTHER
can MD OTHER
we PRP OTHER
accomplish VB OTHER
this DT OTHER
automatically RB OTHER
for IN OTHER
thousands NNS OTHER
of IN OTHER
users NNS OTHER
? . OTHER
Some DT OTHER
of IN OTHER
the DT OTHER
results NNS OTHER
obtained VBD OTHER
with IN OTHER
for IN OTHER
our PRP$ OTHER
method NN OTHER
for IN OTHER
the DT OTHER
WebClick NNP B-DATASET
dataset NN OTHER
have VBP OTHER
already RB OTHER
been VBN OTHER
presented VBN OTHER
in IN OTHER
Section NN OTHER
#number# NN OTHER
( : OTHER
see NN OTHER
Figure NNP OTHER
#number# NNP OTHER
) NNP OTHER
, , OTHER
which WDT OTHER
shows VBZ OTHER
that IN OTHER
TriMine NNP OTHER
effectively RB OTHER
and CC OTHER
efﬁciently RB OTHER
discovers NNS OTHER
the DT OTHER
three-way JJ OTHER
patterns NNS OTHER
( : OTHER
i.e. NNP OTHER
, , OTHER
TriMine-plot JJ OTHER
) NN OTHER
. . OTHER

Figure NN OTHER
#number# NN OTHER
also RB OTHER
shows VBZ OTHER
a DT OTHER
TriMine-plot JJ OTHER
on IN OTHER
WebClick NNP B-DATASET
in IN OTHER
relation NN OTHER
to TO OTHER
three CD OTHER
different JJ OTHER
topics NNS OTHER
, , OTHER
‘communication’ NNP OTHER
, , OTHER
‘blog’ NNP OTHER
, , OTHER
and CC OTHER
‘food’ NNP OTHER
. . OTHER

WebClick NNP B-DATASET
dataset VBD OTHER
and CC OTHER
its PRP$ OTHER
TriMine-plot JJ OTHER
( NN OTHER
a-c NN OTHER
) : OTHER
; : OTHER
number NN OTHER
of IN OTHER
clicks NNS OTHER
for IN OTHER
#number# JJ OTHER
random NN OTHER
users NNS OTHER
#itemlist# -NONE- OTHER
. . OTHER

Figure NN OTHER
#number# NN OTHER
: : OTHER
Effectiveness NNP OTHER
of IN OTHER
TriMine NNP OTHER
on IN OTHER
the DT OTHER
Ondemand NNP B-DATASET
TV NNP I-DATASET
dataset NN OTHER
. . OTHER

Ondemand NNP B-DATASET
TV NN I-DATASET
dataset NN OTHER
. . OTHER

We PRP OTHER
demonstrate VBP OTHER
how WRB OTHER
our PRP$ OTHER
forecasting NN OTHER
method NN OTHER
, , OTHER
TriMine-F JJ OTHER
, , OTHER
works NNS OTHER
well RB OTHER
for IN OTHER
time-stamped JJ OTHER
events NNS OTHER
, , OTHER
speciﬁcally RB OTHER
, , OTHER
we PRP OTHER
evaluate VBP OTHER
our PRP$ OTHER
method NN OTHER
using VBG OTHER
a DT OTHER
real JJ OTHER
dataset NN OTHER
, , OTHER
WebClick NNP B-DATASET
, , OTHER
in IN OTHER
terms NNS OTHER
of IN OTHER
long-term JJ OTHER
forecasting NN OTHER
, , OTHER
which WDT OTHER
is VBZ OTHER
a DT OTHER
challenging NN OTHER
task NN OTHER
. . OTHER

sion NN OTHER
about IN OTHER
the DT OTHER
period NN OTHER
in IN OTHER
both DT OTHER
datasets NNS OTHER
( VBP OTHER
i.e. NNP OTHER
, , OTHER
WebClick NNP B-DATASET
and CC OTHER
Onde NNP OTHER
 NNP OTHER
. . OTHER

Figure NN OTHER
#number# NN OTHER
shows VBZ OTHER
the DT OTHER
temporal JJ OTHER
evolution NN OTHER
of IN OTHER
two CD OTHER
major JJ OTHER
topics NNS OTHER
for IN OTHER
the DT OTHER
WebClick NNP B-DATASET
dataset NN OTHER
. . OTHER

WebClick NNP B-DATASET
dataset VBD OTHER
, , OTHER
long-term JJ OTHER
forecasts NNS OTHER
starting VBG OTHER
at IN OTHER
t=168 -NONE- OTHER
( : OTHER
i.e. NNP OTHER
, , OTHER
after IN OTHER
two CD OTHER
weeks NNS OTHER
) : OTHER
( : OTHER
also RB OTHER
see VBP OTHER
Figure NNP OTHER
#number# NNP OTHER
) NNP OTHER
. . OTHER

Top NNP OTHER
: : OTHER
the DT OTHER
two CD OTHER
main JJ OTHER
trends NNS OTHER
of IN OTHER
the DT OTHER
WebClick NNP B-DATASET
dataset NN OTHER
, , OTHER
namely RB OTHER
, , OTHER
‘business’ NNP OTHER
( NNP OTHER
blue JJ OTHER
) NN OTHER
and CC OTHER
‘media’ NNP OTHER
( NNP OTHER
red VBD OTHER
) NNP OTHER
. . OTHER

It PRP OTHER
is VBZ OTHER
composed VBN OTHER
of IN OTHER
#number# NNP OTHER
observations NNS OTHER
derived VBD OTHER
from IN OTHER
#number# NNP OTHER
years NNS OTHER
( : OTHER
1991-2000 CD OTHER
) CD OTHER
of IN OTHER
tasting NN OTHER
ratings NNS OTHER
reported VBD OTHER
in IN OTHER
the DT OTHER
Wine NNP B-DATASET
Spectator NNP OTHER
Magazine NNP OTHER
( NNP OTHER
online NN OTHER
version NN OTHER
) : OTHER
for IN OTHER
California NNP OTHER
and CC OTHER
Washington NNP OTHER
red VBD OTHER
wines NNS OTHER
. . OTHER

The DT OTHER
global JJ OTHER
model NN OTHER
is VBZ OTHER
Price NNP OTHER
= NNP OTHER
−186.61−0.0002×Cases+2.35×Score+5.51×Age NNP OTHER
, , OTHER
where WRB OTHER
Price NNP OTHER
is VBZ OTHER
the DT OTHER
retail JJ OTHER
price NN OTHER
suggested VBD OTHER
by IN OTHER
the DT OTHER
winery NN OTHER
, , OTHER
Score NNP OTHER
is VBZ OTHER
the DT OTHER
score NN OTHER
from IN OTHER
the DT OTHER
Wine NNP B-DATASET
Spectator NNP OTHER
, , OTHER
Age NNP OTHER
is VBZ OTHER
the DT OTHER
years NNS OTHER
of IN OTHER
aging VBG OTHER
before IN OTHER
commercialization NN OTHER
, , OTHER
and CC OTHER
Cases NNP OTHER
is VBZ OTHER
the DT OTHER
number NN OTHER
of IN OTHER
cases NNS OTHER
produced VBN OTHER
( -NONE- OTHER
in IN OTHER
thousands NNS OTHER
) : OTHER
. . OTHER

read NN OTHER
Wine NN B-DATASET
Spectator NNP OTHER
Magazine NNP OTHER
) NNP OTHER
than IN OTHER
the DT OTHER
average NN OTHER
buyer NN OTHER
. . OTHER

#REF# NN OTHER
M. NNP OTHER
Costanigro NNP OTHER
, , OTHER
R. NNP OTHER
C. NNP OTHER
Mittelhammer NNP OTHER
, , OTHER
J. NNP OTHER
J. NNP OTHER
McCluskey NNP OTHER
, , OTHER
Estimating NNP OTHER
Class-Speciﬁc NNP OTHER
Parametric NNP OTHER
Models NNP OTHER
under IN OTHER
Class NNP OTHER
Uncertainty NNP OTHER
: : OTHER
Local JJ OTHER
Polynomial JJ OTHER
Regression NNP OTHER
Clustering NNP OTHER
in IN OTHER
an DT OTHER
Hedonic NNP OTHER
Analysis NNP OTHER
of IN OTHER
Wine NNP B-DATASET
Markets NNPS OTHER
, , OTHER
Journal NNP OTHER
of IN OTHER
Applied NNP OTHER
Econometrics NNP OTHER
#number# NNP OTHER
, , OTHER
pp NN OTHER
. . OTHER

We PRP OTHER
have VBP OTHER
seen VBN OTHER
some DT OTHER
datasets NNS OTHER
( VBP OTHER
Ames NNP B-DATASET
Housing NNP I-DATASET
and CC OTHER
Wine NNP B-DATASET
) NNP OTHER
for IN OTHER
which WDT OTHER
the DT OTHER
model NN OTHER
complexities NNS OTHER
are VBP OTHER
modest JJ OTHER
, , OTHER
on IN OTHER
which WDT OTHER
we PRP OTHER
can MD OTHER
prune VB OTHER
almost RB OTHER
#number# JJ OTHER
% NN OTHER
and CC OTHER
#number# NNP OTHER
% NN OTHER
of IN OTHER
the DT OTHER
subgroups NNS OTHER
, , OTHER
respectively RB OTHER
. . OTHER

We PRP OTHER
use VBP OTHER
the DT OTHER
following VBG OTHER
four CD OTHER
datasets NNS OTHER
: : OTHER
blog NN B-DATASET
, , OTHER
LJ NNP B-DATASET
, , OTHER
Web NNP B-DATASET
, , OTHER
and CC OTHER
BTC NNP B-DATASET
. . OTHER

The DT OTHER
blog NN B-DATASET
network NN OTHER
is VBZ OTHER
collected VBN OTHER
from IN OTHER
the DT OTHER
top-15 NN OTHER
popular NN OTHER
queries NNS OTHER
published VBD OTHER
by IN OTHER
Technorati NNP OTHER
( NNP OTHER
technorati.com NNP OTHER
) NNP OTHER
every DT OTHER
three CD OTHER
hours NNS OTHER
from IN OTHER
Nov NNP OTHER
#number# NNP OTHER
to TO OTHER
Mar NNP OTHER
#number# NNP OTHER
. . OTHER

In IN OTHER
the DT OTHER
blog NN B-DATASET
network NN OTHER
, , OTHER
vertices NNS OTHER
are VBP OTHER
blogs NNS OTHER
and CC OTHER
edges NNS OTHER
indi VBP OTHER
 JJ OTHER
. . OTHER

The DT OTHER
LJ NNP B-DATASET
dataset NN OTHER
is VBZ OTHER
available JJ OTHER
from IN OTHER
snap.stanford.edu NNP OTHER
. . OTHER

The DT OTHER
Web NNP B-DATASET
graph NN OTHER
is VBZ OTHER
obtained VBN OTHER
from IN OTHER
the DT OTHER
YAHOO NNP OTHER
webspam NN OTHER
dataset NN OTHER
( : OTHER
barcelona.research JJ OTHER
. . OTHER

The DT OTHER
BTC NNP B-DATASET
dataset NN OTHER
is VBZ OTHER
a DT OTHER
semantic JJ OTHER
graph NN OTHER
converted VBN OTHER
from IN OTHER
the DT OTHER
Billion NNP OTHER
Triple NNP OTHER
Challenge NNP OTHER
#number# NNP OTHER
RDF NNP OTHER
dataset NN OTHER
( : OTHER
http NN OTHER
: : OTHER
//vmlion25.deri.ie JJ OTHER
) NN OTHER
, , OTHER
where WRB OTHER
each DT OTHER
vertex NN OTHER
represents VBZ OTHER
an DT OTHER
object NN OTHER
such JJ OTHER
as IN OTHER
a DT OTHER
person NN OTHER
, , OTHER
a DT OTHER
document NN OTHER
, , OTHER
and CC OTHER
an DT OTHER
event NN OTHER
, , OTHER
and CC OTHER
each DT OTHER
edge NN OTHER
represents VBZ OTHER
the DT OTHER
relationship NN OTHER
between IN OTHER
two CD OTHER
vertices NNS OTHER
such JJ OTHER
as IN OTHER
“as-author” JJ OTHER
, , OTHER
“links-to” JJ OTHER
, , OTHER
and CC OTHER
“has-title” NNP OTHER
. . OTHER

Among IN OTHER
the DT OTHER
four CD OTHER
datasets NNS OTHER
, , OTHER
blog NN B-DATASET
and CC OTHER
LJ NNP B-DATASET
are VBP OTHER
two CD OTHER
relatively RB OTHER
smaller JJR OTHER
graphs NNS OTHER
, , OTHER
while IN OTHER
Web NNP B-DATASET
and CC OTHER
BTC NNP B-DATASET
are VBP OTHER
two CD OTHER
larger JJR OTHER
graphs NNS OTHER
. . OTHER

smaller JJR OTHER
datasets NNS OTHER
, , OTHER
blog NN B-DATASET
and CC OTHER
LJ NNP B-DATASET
, , OTHER
EppsteinLS NNP OTHER
is VBZ OTHER
the DT OTHER
fastest JJS OTHER
. . OTHER

Compared NNP OTHER
with IN OTHER
the DT OTHER
in-memory JJ OTHER
algorithm NN OTHER
TomitaTT NNP OTHER
, , OTHER
which WDT OTHER
also RB OTHER
ran VBD OTHER
out IN OTHER
of IN OTHER
memory NN OTHER
for IN OTHER
Web NNP B-DATASET
and CC OTHER
BTC NNP B-DATASET
, , OTHER
SeqMCE NNP OTHER
is VBZ OTHER
up IN OTHER
to TO OTHER
two CD OTHER
orders NNS OTHER
of IN OTHER
magnitude NN OTHER
faster NN OTHER
for IN OTHER
processing NN OTHER
blog NN B-DATASET
and CC OTHER
LJ NNP B-DATASET
. . OTHER

and CC OTHER
LJ NNP B-DATASET
, , OTHER
and CC OTHER
#number# NNP OTHER
MB NNP OTHER
for IN OTHER
the DT OTHER
two CD OTHER
large JJ OTHER
graphs NNS OTHER
Web NNP B-DATASET
and CC OTHER
BTC NNP B-DATASET
. . OTHER

The DT OTHER
Douban NNP B-DATASET
collection NN OTHER
contains VBZ OTHER
two CD OTHER
subnetworks NNS OTHER
. . OTHER

The DT OTHER
Tencent NNP B-DATASET
collection NN OTHER
contains VBZ OTHER
two CD OTHER
subnetworks NNS OTHER
. . OTHER

One CD OTHER
is VBZ OTHER
QQ4 NNP OTHER
, , OTHER
which WDT OTHER
contains VBZ OTHER
about IN OTHER
#number# JJ OTHER
billion NN OTHER
users NNS OTHER
and CC OTHER
#number# JJ OTHER
billions NNS OTHER
links NNS OTHER
, , OTHER
making VBG OTHER
it PRP OTHER
the DT OTHER
biggest JJS OTHER
instant NN OTHER
messaging VBG OTHER
network NN OTHER
in IN OTHER
the DT OTHER
world NN OTHER
, , OTHER
and CC OTHER
the DT OTHER
other JJ OTHER
is VBZ OTHER
Tencent’s JJ OTHER
Microblog NNP OTHER
network5 NNP OTHER
, , OTHER
which WDT OTHER
contains VBZ OTHER
more JJR OTHER
than IN OTHER
#number# JJ OTHER
millions NNS OTHER
users NNS OTHER
, , OTHER
making VBG OTHER
it PRP OTHER
one CD OTHER
of IN OTHER
the DT OTHER
biggest JJS OTHER
Microblog NNP OTHER
networks NNS OTHER
in IN OTHER
China NNP OTHER
. . OTHER

In IN OTHER
summary NN OTHER
, , OTHER
the DT OTHER
Douban NNP B-DATASET
collection NN OTHER
contains VBZ OTHER
three CD OTHER
types NNS OTHER
of IN OTHER
user NN OTHER
behavior NN OTHER
: : OTHER
movie NN OTHER
watching VBG OTHER
, , OTHER
music JJ OTHER
listening NN OTHER
, , OTHER
and CC OTHER
book NN OTHER
reading NN OTHER
, , OTHER
while IN OTHER
the DT OTHER
Tencent NNP B-DATASET
collection NN OTHER
contains VBZ OTHER
two CD OTHER
other JJ OTHER
types NNS OTHER
: : OTHER
music JJ OTHER
collection NN OTHER
and CC OTHER
user NN OTHER
proﬁle JJ OTHER
modeling NN OTHER
. . OTHER

The DT OTHER
degree NN OTHER
distributions NNS OTHER
of IN OTHER
the DT OTHER
social JJ OTHER
networks NNS OTHER
in IN OTHER
both DT OTHER
Douban NNP B-DATASET
and CC OTHER
Tencent NNP B-DATASET
datasets NNS OTHER
are VBP OTHER
plotted VBN OTHER
in IN OTHER
Figure NNP OTHER
#number# NNP OTHER
. . OTHER

Data NNP OTHER
Sampling NNP OTHER
Process NNP OTHER
For NNP OTHER
the DT OTHER
Douban NNP B-DATASET
dataset NN OTHER
, , OTHER
we PRP OTHER
crawled VBD OTHER
the DT OTHER
data NNS OTHER
through IN OTHER
the DT OTHER
APIs NNP OTHER
provided VBD OTHER
by IN OTHER
the DT OTHER
website JJ OTHER
. . OTHER

For IN OTHER
the DT OTHER
Tencent NNP B-DATASET
dataset NN OTHER
, , OTHER
we PRP OTHER
ﬁrstly RB OTHER
picked VBD OTHER
a DT OTHER
user NN OTHER
whose WP$ OTHER
number NN OTHER
of IN OTHER
neighbors NNS OTHER
is VBZ OTHER
around IN OTHER
#number# JJ OTHER
randomly RB OTHER
. . OTHER

Similar JJ OTHER
to TO OTHER
the DT OTHER
Douban NNP B-DATASET
data NNS OTHER
, , OTHER
we PRP OTHER
performed VBD OTHER
breadth-ﬁrst-search JJ OTHER
on IN OTHER
these DT OTHER
two CD OTHER
networks NNS OTHER
to TO OTHER
extend VB OTHER
the DT OTHER
user NN OTHER
set VBD OTHER
until IN OTHER
the DT OTHER
number NN OTHER
of IN OTHER
users NNS OTHER
exceeded VBD OTHER
a DT OTHER
threshold NN OTHER
. . OTHER

We PRP OTHER
investigate VBP OTHER
the DT OTHER
performance NN OTHER
of IN OTHER
the DT OTHER
new JJ OTHER
algorithm NN OTHER
on IN OTHER
both DT OTHER
artiﬁcial JJ OTHER
and CC OTHER
real JJ OTHER
world NN OTHER
data NNS I-DATASET
sets NNS OTHER
, , OTHER
including VBG OTHER
Xspectra NNP B-DATASET
#REF# NNP OTHER
, , OTHER
AT NNP OTHER
& CC OTHER
T NNP OTHER
Laboratory NNP OTHER
Face NNP OTHER
Image NNP OTHER
data NNS I-DATASET
set VBD OTHER
#REF# JJ OTHER
, , OTHER
Movielens NNP B-DATASET
, , OTHER
and CC OTHER
Netﬂix JJ OTHER
. . OTHER

Our PRP$ OTHER
ﬁrst JJ OTHER
real JJ OTHER
world NN OTHER
data NNS I-DATASET
set VBD OTHER
follows NNS OTHER
the DT OTHER
Xspectra NNP B-DATASET
setup NN OTHER
in IN OTHER
#REF# NNP OTHER
. . OTHER

Movielens NNS B-DATASET
data VBP I-DATASET
set VBN OTHER
with IN OTHER
rating NN OTHER
matrix NN OTHER
of IN OTHER
size NN OTHER
#number# NN OTHER
× : OTHER
#number# JJ OTHER
is VBZ OTHER
also RB OTHER
used VBN OTHER
, , OTHER
The DT OTHER
largest JJS OTHER
data NNS I-DATASET
set VBD OTHER
is VBZ OTHER
Netﬂix JJ OTHER
with IN OTHER
a DT OTHER
sparse NN OTHER
rating NN OTHER
matrix NN OTHER
of IN OTHER
size NN OTHER
#number# NN OTHER
× : OTHER
#number# JJ OTHER
. . OTHER

( NN OTHER
M NNP OTHER
, , OTHER
N NNP OTHER
, , OTHER
K NNP OTHER
) NNP OTHER
values VBZ OTHER
are VBP OTHER
Face NNP OTHER
Image NNP OTHER
: : OTHER
( : OTHER
#number# JJ OTHER
, , OTHER
#number# JJ OTHER
, , OTHER
#number# JJ OTHER
) NN OTHER
, , OTHER
Movielens NNP B-DATASET
: : OTHER
( : OTHER
